text,sentiment
"I am very satisfied with the products, great quality despite its very affordable price. What you see is what you get and there were no damages upon shipping. The packaging is also very cute!! I can t wait to buy more products soon. Thank you ",5
"thank you so much. it was so cute and I never thought that your make-up is very much appropriate to my skin.",5
"was delivered fast. very cheap considering there were 5 items sent. very satisfied. thanks!",5
"1st time magkamake up ng pinkflash . ang ganda po talagatas ang tagal pa ng expiration nya w bag pa at dun ako natuwa sa bubble wrap nya kakaiba . super safe talagathankyou seller tsaka kay rider at sa lazada godbless all ",5
"basag po yung blush",4
"So this is me swallowin' my pride Standin' in front of you sayin' I'm sorry for that night And I go back to December all the time It turns out freedom ain't nothin' but missin' you Wishin' I'd realized what I had when you were mine I'd go back to December, turn around and make it alright I go back to December all the time These days, I haven't been sleepin' Stayin' up playin' back myself leavin' When your birthday passed and I didn't call Then I think about summer, all the beautiful times ",4
"I tried all the products and it was great, but the liptints are not that tinted, so you have to apply more, plus its a bit more oily compared to other products but it does give the glossy look. ",4
"I really love the product although it requires too much waiting time. Gonna try it soon thanks. The cheek blush is damage",4
"basag po yung blush",4
"Nice set thank you",4
"So this is me swallowin' my pride Standin' in front of you sayin' I'm sorry for that night And I go back to December all the time It turns out freedom ain't nothin' but missin' you Wishin' I'd realized what I had when you were mine I'd go back to December, turn around and make it alright I go back to December all the time These days, I haven't been sleepin' Stayin' up playin' back myself leavin' When your birthday passed and I didn't call Then I think about summer, all the beautiful times ",4
"I tried all the products and it was great, but the liptints are not that tinted, so you have to apply more, plus its a bit more oily compared to other products but it does give the glossy look. ",4
"I really love the product although it requires too much waiting time. Gonna try it soon thanks. The cheek blush is damage",4
"The item arrived a little later than expected It was still well packaged Looked bigger though Still checking on the quality & material though",3
"fffffjhdvhfbggvhggggfddssgbjutfvdsghgkeyieykshksukduoduoehldukdoyyitwwteyeyyioyyoeyuoeyyoluslhour not so grt",3
"I like it need q talaga nyang tatlo package na no need bumili ng paisa isa",3
"ok naman maganda Sya natuwa gf ko pero Akala nya talaga Hindi natatanggal ung Lipstick .. tnx by the way",3
"Napaka safe NG mga items... Love it... Kulang NG isang bag... Buy1take1 dB??? ",3
"nkaka dismaya akala ko buy 1 take 1... pero isa lan dumating... nde ko lang ba nagets o kulang talaga. ",2
"KULANG UNG NAIDELIVER SAKIN ..",2
" bakit 1 set lang dumating sabi nyo buy 1 take one 1bag lang dumating wala pa sa ayos nakalabas mga item ",1
"DISAPPOINTED!!! SCAM! ASAN UN TAKE 1!? KAHIT BAG NA TAKE 1 WALA!? DONT TELL ME NA ITO NA UN NAGIISANG BAG NA TAKE!? MAHAL NOT WORTH IT! MAY MAS MAGANDA PA SA PRODUCT NA ITO NA MAS MURA AT TRUE SA ADS NILA! KAKA IRITA! ",1
"kulng nmn ung dumating......",2
" bakit 1 set lang dumating sabi nyo buy 1 take one 1bag lang dumating wala pa sa ayos nakalabas mga item ",1
"DISAPPOINTED!!! SCAM! ASAN UN TAKE 1!? KAHIT BAG NA TAKE 1 WALA!? DONT TELL ME NA ITO NA UN NAGIISANG BAG NA TAKE!? MAHAL NOT WORTH IT! MAY MAS MAGANDA PA SA PRODUCT NA ITO NA MAS MURA AT TRUE SA ADS NILA! KAKA IRITA! ",1
"sabi buy 1 take 1bag sunod yan lang na deliver sunod ang 3pcs na lipsticks wala man another order ko yun ",1
"NAGUSTUHAN NAMN NI ATE MAGANDA SYA PERO MALI UNG DUMATING ",1
"Sabi buy 1 take 1 eh isa lng yung bag na dumating ri ko talaga na gustuhan Scam po ang shop natu wag na bumili kung ako sa inyu Tapos yung content ng bag hayss nag sayang lng ako ng pera ",1
"Basag yung isang item. Tapos sabi sa description name buy 1 take one pero hindi naman pala.",1
"Wrong order! Tagal kong inintay tqpos ganito.. Refund pls.. ",1
"yung iba ma bango bakit po ito mabaho na ma asim yung amoy",1
"okay naman yung item kaso very confusing lang talaga yung post. sana next time paki clarify naman po yung post niyo para hindi malito yung iba.",1
"1 star lng sainyo...sayang 365 ko akala ko isang set..tapos dumating sakn lipstik lng...ayusin nyo",1
"thank you seller",1
"Okay Naman Po sya. I thought it have a free bag though but overall maganda Naman sya. Yung box Lang Ng sponge medyo yupi at magulo pagkakaayos. Yung ibang product walang expiration so in doubt but still thank you for a undamaged product.",1
"i cancel it but still delivered ",1
"Bought this as a gift but was missing a mascara. I didn't notice it until my gift was opened since I had confidence that they will deliver what I had ordered.",1
"Inorder ko buy1 take 1 dumating 1 lang what a scam",1
"kulang ang item na binigay ng seller. wala ung maskera nia at foam kulang din. no time to return karma na lng sa seller na yan. ang panget mong mag benta ng item kulang kulang. ",1
"bakit ganun yung pinadala ninyo sa kin nakakadismaya namn po yung pinadala nyo sakin...anong gagawin ko dto..sayang yung pera ko sa pagorder kung yung d ko natanggap yung order ko...d yan yung order ko...",1
"nakalagay sa content nio buy1 take1 pero isang set lang dumating.. kakadissapoint !!!! nexttym wag kau maglalagay ng buy1take1 Kung Hindi nio Naman isasama ung ung isa pang set ..haystttt!!!!!!",1
"grabe Sabi buy 1 take 1 tapos ng dumating wala nmn pala buy1 take 1 kasinungaling ginagawa nio Sana ayusin nio Yan seller",1
"bakit kulang? ",1
"Not buy one take one ",1
"packeging is ok, my grand child like it ",1
"Sabi buy1 take1 tapos dumating iisa Anu banaman yan",1
"it was far by an expected items",1
"NAPAKATAGAL NG SHIPPING JUSKO!",1
"hatdog",1
"kulang",1
"i really love the product can't wait to try it on. i receive the shade that i want . i recommend this shop so much.i it is well package also. i buy this contour with pinkflash concealer and i got a free pinkflash lipgloss. it took a week to deliver my parcell but the product is nice thanks seller.will definetely buy again in your shop.",5
"I like the shade it is",5
"Okie po ung highlighter ang ganda ng items sobra na amaze po q kc good quality po xa for everyday",5
"super affordable and maganda Naman Yung products nakikita ko Yung purpose nya thankyou seller photo not related Kasi Po ginamit at pinangregalo na",5
"For the price? Okay lang yung size and is creamy. Would recommend for beginners Or trying out contour.",5
"didn't know everything will be small lol my fault for not reading the description. everything works good tho",4
"wrong item. I order contour in the shade of 4 but instead I received highlighter? ",4
"Good for beginners, its not that dark halos kakumay lang siya ng skin care ko. I'm actually expecting it to be darker pero keri na. ",4
"upon using this product for quite some time now, i like how it has a glittery effect that shines and has awesome smell",4
"damaged yung lagayan ng isa di naiikot.",4
"well packaged, kaso di ko bet parehas kasi di kita medyo sa mukha",3
"I haven't tried it but i think its nice. However, i hate how it smells It smells badly hahahaha anyway, thank you ",3
"It s creamy. Not suitable for people woth oily skin. The pigmentation is okay, but would definitely not last long. But seems okay for its price :)",3
"hindi man lang naka bubblewrap. good thing walang damage ung item. ",3
"I thought it has a highlighter. But the bronzer is good.",3
"very Gorgeous product Araw Araw ko ginagamit naka fresh lagi at naka Ganda sa TikTok salamat seller",5
"Grabe ang ganda niya sa mukha unlike sa ibang ganito. Thank youuuu!!   sa susunod oorder ulit ako kapag naubos...",5
"maganda gamitin..nakakablooming...thank u seller! may freebies pa",5
"thank you sa seller at sa rider dahil mabilis lng ang pagdeliver! the item is good.. order ulit ako pagnaubos na!",4
"maganda. jajhsushhshdhdujdjduidjdjjdjduhe jsjzhgstsjsijshsyhshsjsjgstshsusuhwuwh",4
"super friendly budget..tpos nka sale pa then maayos na dumating Yung parcel ko cguradong di ka mag ssisi sa pag order.",4
"It kinda irritate my skin. Perhaps I'm sensitive to this. ",4
"items arrived in good condition. The product doesn't work with me as advertised, so.Im not that satisfied. it doesn't cover.my dark spots.",4
"overrated. sabi authentic pero di namn nya nacoconceal mga imperfection sa what the description says. mabango lang sya. credits na lng din na tama at kumpleto yung item. pero overall not satisfied.",3
"Haven t give a proper review since hindi ko pa siya ginagamit talaga. I can t say na talagang matatakpan niya yung marka sa balat kasi nung sinubukan ng kapatid ko di man na cover yung peklat niya. Visible parin hindi katulad nung nasa advertisement nila. ",3
"tagal dumating ng item tapos may basag pa.somehow disappointed, not sure kung sa shipping handling o sa seller kasi d rin sya nka bubble wrap for added protection sana",3
"ok naman, mabilis na dumating ang items mesyo disappointed lang kasi sira yung box nung 1 pang regalo ko pa naman sana saka medyo iba yung amoy nung sira ang box. sana check nyo ng maayos before nyo ipadala.",3
"",3
"The item was not as described. I received it 2 days ago and I just used it today and it wasn't waterproof or smudge free. When I wiped off the sweat, the BB cream came off as well. Not happy with your product. False advertisment as well",2
"attention wag kayo mag oorder makati sa muka nkaka pimples put***ina...imbes wla ako pimples sandamakmak lumabas!!!! bwiset",1
"It does not live up to how it s advertise",2
"Ang hirap I open nasira tuloy ang takip ",2
"Eventhough I ordered the shade natural color it still looks lighter and the foundation doesn't sit on my face maybe it was because I am acidic. However,it causes breakouts on my face so I stop using this.",2
"attention wag kayo mag oorder makati sa muka nkaka pimples put***ina...imbes wla ako pimples sandamakmak lumabas!!!! bwiset",1
"i cant use it because its broken ",1
"I did not receive my order",1
"i did not recieve the item please i want to refund my money or just send me the item please or else its a waste of money ",1
"does not conceal anything. What a waste of money",1
"Mganda xa at lagi ku ginagamit sorry late review lng po bibili pa aku uli nagustuhan ku xa...",5
"maganda naman daw sabi ng wife ko. salamat seller at sa magdiliver. good item po. order daw ulit.",5
"nice!will surely buy again",5
"ang ganda shajajajkajauwuauaja nice packaging hahsjsjsjajjwjaja bet na bet sis get mo na hahaahhaha",5
"Love the packaging of these items and also the looks of it, so classy ung dating nya... and I've been wearing these for weeks and im loving it! sorry for the late review seller, thanxmuch!",5
"Well packed fastest delivery ever",5
"thank you sace lady for the affordable care and price.. plus free shipping fee.. more sales to the seller and lazada.",5
"I love it so much! Will surely buy again. I love it so much! Will surely buy again. I love it so much! Will surely buy again. I love it so much! Will surely buy again.",5
"Vintage tee, brand new phone High heels on cobblestones When you are young, they assume you know nothing Sequin smile, black lipstick Sensual politics When you are young, they assume you know nothing But I knew you Dancin' in your Levi's Drunk under a streetlight, I I knew you Hand under my sweatshirt Baby, kiss it better, I And when I felt like I was an old cardigan Under someone's bed You put me on and said I was your favorite",5
"great buy. received my order in good condition.happy and satisfied customer here.definitely will order again.salamat sa seller, sa lazada at sa masipag na delivery rider. god bless.",5
"Well wrapped and packed. My favorite eyebrow pencil. Thank you Sace Lady for early delivery. I ordered it Feb. 14, delivered Feb. 16. Thank you also to the courier. ",5
"Fast delivery, well packaged. Hindi ko pa natry yung product but I hope totoo yung mga good reviews na maganda yung eyebrow and long wearing. ",5
"the product was so nice and it shipped immediately, it's also in good condition must buy !! (photo and video not related)",5
"ang bilis dumating ng product. super subtle lang ng pigment niya, pero buildable naman. okay naman siya for its price. perfect condition din nung dumating",5
"I got all I've ordered The quality of the products are as advertised! The shipping is fast .",5
"ok naman ung item kitang kita sa kilay malinaw sya .. mura na ganda pa ng quality.subscribe kayo sa youtube ko AnongSayoTv Cover",5
"Love it! Mura lang at maganda. I think mas gusto ko ang brown-black than dark brown na inorder ko before. Thank Sace Lady aa mabilis na pagoapadeliver at sa LEX.",5
"The product was delivered faster than expected. Haven't tried the product yet but it looks good. Hope it's not brittle.",5
"wonderful! wonderful amazing seller and very accommodating god bless your shop and more power!",5
"i bought it on sale and its a good purchased. the product itself is in good condition and it was well packed. ",5
"Gstong-gusto ko itong eyebrow pencil ng Sace Lady, lalo na ng shade nila na brown-black. Bagay lang sya sa morenang tulad ko. Everyday use ko na sya. Thanks ang bilis ng delivery. ",5
"excellent quality very accommodating seller well-packaged item shipped immediately will order again thank you seller",5
"love it!",5
"Ganda nung pencil :) bbili aq ult pag sale sana fs dn mhal kc sf mbilis dmtng inorder q kgabi dumating dn knabuksan",5
"product is great!!! it was also packed wellthe product is buildable so it's great if you are just starting to learn :)))",5
"mganda ang items fully packed sya...nka bubble wrap at maayos na nadeliver sakin...salamat sa delivery man na Suki na nmin..",5
"magandaaaaa sya worth the price ang haba pa ng mismong eyebrow pencil. hindi rin warmtone or red tones kaya more on natural look. ganda packaging lahat lahat worth it. bilis rin ng send.",5
"thanks po",5
"It was so nice.. thank you so much and thank you din po kay Kuya na nag deliver. The delivery is so fast  thank you seller ",5
"good quality. thank you seller and thank you kuya courier. ",5
"super nice. napakadali iapply. hindi hassle . ",5
"ang ganda niya po hahahaahaahaahaahhaahhahaahahahaahahahaahahahaaahahha sabi ni mama bibili daw siya ulet",5
"super bilis ng delivery. nice product mali lang ako ng shade na nabilibut still worth to buy.",5
"I like the lipstick, it is so pigmented and matte that doesn t dry your lips. The eye brow pencil is just perfect for my brow and skin tone. Thank you! ",5
"Perfect ",5
"super ganda 5x purchase",5
"I love it ",5
"ok naman po ",5
"Thank u very much Lazada and Sace Lady received item in good condition fast delivery ",5
"maganda sya , super nagustuhan ko .. second order kona yan .. . ., tagala din matanggal....",5
"Item is good but wrong color tsk Tsk well thanks anyway",4
"responsive si seller. mabilis ang delivery. black brown pro medyo light ang shade im looking sana na mas darker shade. so far ok nman for its price medyo madali rin syang mabura. di sya pang long lasting. ",4
"It s fine, I guess? Dark Brown isn t that dark brown for me considering I have deep deep dark brown (almost black, filo virgin) hair. But not bad tho. I only use it to fill in some areas that has less hair ",4
"thank you seller and Kay kua nag deliver maganda po sya ",4
"ok nmn sya kaso pangit lang yng pagkaka dark grey nyapara lang syang brown ang layo sa pagka dark grey tsk So very dissapointed",4
"thank you. the product seems nice. i should have ordered also the gray one... i will wear it nicely. ",4
"ngaun lng nkpg feedback natapon ko na po karton nya ganda po nyan mtagal po matanggal",4
"Seller is not responsive but buti nalang I got the right shades and products. Thank you! I love these eyebrow pencils 🏻 ",4
"0k naman sya.. Mabilis nga lang din matanggal di sya tumatagal sa kilay. Pwede na for its price. ",4
"ok naman sya for the price.. kaya lang super dali mag smudge. also, yung both ends (spoolie and the liner) magkaiba ng size ng takip in terms of length. if youre not careful enough like me, you'll end up putting the cap for the spoolie dun sa side ng liner which will cause the product to be smushed. sadtttt",4
"nice ang ganda!",4
"Sakto lang pede na ",4
"ok naman ..isang piraso lang pala kala ko madami...pero maganda sya...first time ko magtry nito..",4
"All items correct except for the liquid eyeshadow. Instead of a liquid eyeshadow you sent me matte lip ink. These two items are completely different. I would understand if you sent me a different shade... pls seller check the items first before shippibg to your clients...",4
"Thank you Lazada! & Seller! Kahit matagal po yung delivery maganda nman yung item.. ",4
"love it",4
"Approachable yung seller, nagmessage agad sya sakin na may damage yung order ko kaya napalitan din. Matagal nga yung dating siguro dahil ecq and holy week. Ayos naman yung product hindi nga lang sya ganun kasmooth kapag ginagamit ko. Nagkakaroon ng mga bumps. Pero over all okay sya.",4
"item shipped quickly. hard to draw my brows but im satisfied, might buy again ",4
"ok nman.bkt nd po malinaw nun tnry ko po....tnxz po sa seller at ngdeliver..",4
"ok sya para sakin maganda thanks seller at sa suki ko na delivery boy",4
"ok un brown pero un light diko guato..thanks seller",4
"masyado creamy yung formula.. di sya pwede for oily skin like me.. yung color, mas dominant yung brown. so i would say na parang wala sila pinagkaiba sa brown shade tlga. ",4
"maganda xa",4
"okay naman sya medyo darker lang which is gusto ko medyo light ",4
"Not bad for the price",4
"Maganda naman siya. Madaling i-apply and i-blend. Sana lang hindi siya madaling maubos.",4
"maganda nman sya gamitin sana wag lang agad maputol..pra mka order again..salanat seller at kay kuyang nagdeliver",4
"hindi grey ang kulay ng product, mejo dark brown siya. nkaka sad coz dalawa pa naman binili ko, pero okay na rin kasi sale naman nakuha haha. bebenta ko na lang sa tita ko na mahilig sa brown na pangkilay",4
"thank you..",4
"thank you",4
"thank you so much",4
"thank you very so much",4
"tama ang shade na inorder ko",4
"good item napaka ganda gamitin at nasa good condition nung dineliver responsive den si seller ",4
"ok nmn po ung items",4
"nicel packed and delivered on time",4
"item in good condition, very light lang pero maganda sya thanks seller",4
"Ang Ganda po awake sa kulay thank you seller in Kuya delivery in I will order next week gift for.my friends",4
"you get what you pay for, easy to use very creamy kaso madaling mabura. pero ok lang mura lang naman. thank you seller ",4
"Beke nman sa next purchase may freebie na 2nd order q na to as in ang dami q ng nabili sainyo.maganda sia long lasting tlaga kaya mabenta saakin.mura na siya high quality. Hoping sa next purchase q mai freebie na akong matanggap. Maaga na an dumating mga 2 days ng na purchase q pinadala kaagad nf seller ",4
"you sent me wrong color! ",4
"di pala waterproof,madaling mabura",4
"I like it",4
"thank you po,ok naman po ang narecieved ko mula sa inyo. God bless po.",4
"The product is good",4
"Haven't try it yet ..tingin ko nmn maganda sya",4
"Fast shipping.got the right item.",4
"good quality naman. kaso hindi tama ung color na order ko na naipadala nila. dark gray yung pinili ko sa option nila pero brown yung nakarating sakin. doon lang ako disappointed. ",3
"Mali yung isang item na dumating concealer yung isa kong order pero brow gel yung kasama.. Anyway, okay naman yung yung ibang item.. ",3
"Just like an ordinary brow pencil the good thing about it, it s cheaper than other brands.",3
"Really fast shipping! :) 2 days lang dumating na. I suggest get one size up but I really like the quality :) cheaper than the ones you see in the dept store, and way softer too :) thank you!",5
"very fast shipping, kasya lang sa anak kong 6yr.old, medyo maliit lng size nila, size for 11-12 yr.old kinuha ko, mataba lang cguro tlga anak ko  . maganda sya tlga kc ganda tela, 3rd time to order from this shop,pa",5
"maganda. sulit. thanks maganda. sulit. thanks maganda. sulit. thanks maganda. sulit. thanks",5
"worth its price. worth its price. worth its price. worth its price. worth its price. thanks",5
"Ok naman ang tela.. Mukhang maliit size nila pang bata.. Add 1 size na ako pero maliit ung pang 6 to 7 nila na white tshirt.",5
"I should have given 5 stars. However, they sent 1 wrong size from the 4 sets I ordered. The fabric is good for the kids. ",4
"ok naman sana malambot yong shirt kaso yong isa po may damage sya eh..may butas at mantsa",4
"Size is too small. Seems sizing of Organics is really not consistent. May inorder ako Medium and Large shirts, mas malaki pa ung medium s large. ",4
"sa 6-7 size ok sa 11-12 size masyadong maliit",4
"reasonably priced but not the type of cotton fabric I was hoping for. ",4
"Nakarating dinMedyo natagalan lang Magada din sana ang Tela kaso nakupas ang kulay nitong asul",3
"The size is small for 4-5 years old. Should order 1 size higher",3
"parehas nmn 11-12 inorder ko but diff colors kaso ang sikip non blue. mas malaki at maluwag un black",3
"smaller than expected",3
"The quality is not what I was expecting, not like the adults  shirts quality",3
"Fast Delivery pero manipis ang tela nitong white compare dun sa mga unang na-order ko dati na colored. Quite disappointed..",3
"small for my almost 7 yrs old kid.. ",3
"maganda naman ang quality kaso kso packaging nya niya di hindi d presentable. d ka plastic ang mga tshirt sama sama lng sa isang lalagyan.khit yung free nlng sanayung d nka plastic. tpos yung iba nka plastic.i buy 1300 peso. gusto ko pa sana mag dagdag ng 20pc kso magagastos pa ko ng plastic na paglagan ng tshirt. ",3
"may stain sya maganda sana ang tela kaso ang laki ng yellow stain, parang old stock",3
"thank you seller.. legit yung sale mo ang gaganda ng short iba iba design thank u talaga sana maka kuha ulit ako sa susunod na sale mo love it love it ",5
"Tol: Tol may hihingin sana akong favor Me: ano yun? Tol: pakitranslate tong sulat galing sa fan ko english kasi eh Me: sige basahin mo na Tol: dear brent Me: hi daw Tol: when i first saw your picture Me: nung una kong nilagari ang litrato mo Tol: ang sama, bat nilagari Me: ewan ko yun yung sabi eh Tol: i was so happy Me: sobrang saya ko Tol: wow nmn sumaya pa sya ah Me: oo nga, ge lng ituloy mo Tol: thats why i collect your pictures Me: kaya kinolekta ko lahat ng litrato mo Tol: ipost them in my",5
"My mga damage po.. Pwd po b erefund? Plssssssss",5
"my son loves the short.. sinuot Nia agad ung iba nlagay n Nia deretcho s laundry para may susuot xa bukas.. good for big kids.. medyo Malaki kz UNG sizes at mejo manipis pero maganda pa Rin p.s video not related",5
"thank u seller ..5 star",5
"manipis lang tela pero okey lang dahil 12pesos ko naman nakuha.pang bahay lang pwede mo pa doblehin yung tahi sa makina para medyo matibay. okey din mga design iba2. thanks seller",4
"manipis lng xa... kaya mabilis mapunit",4
"malaki para sa mga anak ko",4
"maganda po kaso manipis nga lang.10 binili ko kaso may halo n 2 design n pang babae at 2 cartoons.pero ok lang s murang halaga.thanks po.",4
"ok na saken ang item. pero sa delivery service sobrang bagal ng usad ng ximex grabe",4
"masyado manipis pero pwd na s price nya.. pwd na pantulog",3
"MANIPIS LNG PERO OK LNG ",3
"Nabili ko sobrang mura, pero sobrang manipis din.. Kaya pala ganun ang presyo nya, pero anyway pwd na pagtyagaan.. ",3
"manipis",3
"panget ang tela nung short kahit may friebies sya di parin oky kc sira din nmn yung binigay hehee maluwag n garter at di maganda tahi, pero salamat parin kc may friebies hehehe. ",3
"Manipis",3
"masyado manipis at hindi maganda Ang tahi Meron butas kc PO Hindi PO natahi.ibenta Rin same price lang din para balik puhunan",2
"bogus, misleading ads kau.. wla nman ung freebies",1
"Pangit at marupok",1
"sira pinadala skin ni seller palibhasa sale ko nabili.hussle kung ibblik ko pa.sorry pero honest lang ako",1
"sira pinadala skin ni seller palibhasa sale ko nabili.hussle kung ibblik ko pa.sorry pero honest lang ako",1
"Nag set nako ng expectation ko kasi nga mura, kaya natawa na lang ako ng dumating yung items, may bababa pa pala sa expectation ko. Til now natatawa pa rin ak",1
"Thankyou so much correct color correct item thankyou seller satisfied customer here thankyou very much till our next transaction thankyouuuuu verry much",5
"Thank you seller, nagustuhan po ng hubby ko . saktong dumating ng Feb 14. sa uulitin po ",5
"Good quality for the cheapest price.!!! Ganda nagustuhan ng hubby ko.. Thanks seller and kay kuya rider na lagi nagdedeliver..",5
"generally its okay for the price. the cloth is thick enough however the pockets are quite small and only 3",5
"mganda nmn, pgka receive q nag order aq agad ng isa pa, sinubukan q lng muna kc nagustuhan q,",5
"Packaging is in good quality All ordered color items are delivered however upon checking manipis ang tela ng shorts",4
"Its good for its prize..thank you",4
"maiksi sya,..",4
"medyo maiksi kumpara sa model na nasa picture. pero ok nman po.",4
"goods ",4
"product delayed in shipped but fast when delivered, nakalagay s stock madami pang khaki then nag message sken si seller n wala n daw khaki 3 stars dahil disapointing ung delivery time and ung kulay na gusto ko wla na. pero ok ang quality ng shorts for the price",3
"pwede pa kaya to palitan.. may damage yung isang item",3
"Misleading",3
"Manipis yung tela",3
"Not bad for the price",3
"Ang nipis niya pero what do you expect if mura siya nakuha",3
"not satisfied costomer",3
"True to size. What you see is not that really accurate. Manipis yung tela, pero maganda naman pagkatahi. Yung lace normal lang di katulad sa picture. ",3
"Too many loosen thread strands.",3
"Dalawang size 34 ang order ko, size 32 yung isa dumating at yung isa may mantsa pa..",2
"nagbabayad nmn kami ng maayos sana wag nyo sirain tiwala namin sainyo sana nmn ichck nyo ng maayos yun item nkakadismaya oordeer pa nmn sana ako ulit kaso baka ganyan nmn ibigay umay sa gantong seller...",1
"Ordered 5 shorts, asked seller to ship different colors since there is no option, seller agreed tru chat but shipped me all same color khaki now I have 5 shorts with the same color. ",1
"tissue ang pinadala nakakainis",1
"poor quality",2
"nagbabayad nmn kami ng maayos sana wag nyo sirain tiwala namin sainyo sana nmn ichck nyo ng maayos yun item nkakadismaya oordeer pa nmn sana ako ulit kaso baka ganyan nmn ibigay umay sa gantong seller...",1
"Ordered 5 shorts, asked seller to ship different colors since there is no option, seller agreed tru chat but shipped me all same color khaki now I have 5 shorts with the same color. ",1
"tissue ang pinadala nakakainis",1
"not worth to buy. poor quality",1
"delivered wrong style ",1
"maganda maganda maganda maganda maganda maganda maganda maganda maganda maganda maganda maganda maganda maganda maganda maganda",5
"sulit sa price maganda quality nagustuhan ko pati ng kapatid ko need mo lang mag adjust sa size pag umorder kayo thank you seller",5
"i thought the pants were aperfect fit but its too short but the waist line is correct and the cloth is great",5
"Maganda sya, ang hindi kolang inexpect is yung length nya. I think sa may ankle talaga yung cut nya. Considering na naka high cut shoes yung model sa page. Shipping is fast, di ko inexpect na ang aga dumating.",5
"Fits just right! Thank youuuuuuuuu Seller. Lazada Thank youuuuuuuuuuuuuuuuuuuuuuuuuuuuuu",5
"the items itself is good although not perfect. yung stitches nya ay na tatastas and daming thread na natatatngal.",4
"okay naman mjo makapal ang tela. double check kc yun isang na received ko may damaged. okay naman ang iba. 4 stars..",4
"okay naman yung product, well packed namn nung binigay ng courier and concern ko lng is sobrang fit pla talaga nya akala ko medyo maluwag luwag ",4
"Quality is worth its price. ",4
"Not bad for the price I paid for it",4
"maliit po pla ang size nla ok sna kso sktong2x sya",3
"Makapal yung tela tyaka ok siya sa presyo niya. Although, diko expect na maliit ung pants, 5'9 ako kaya maliit tuloy sakin. 5 stars sana kung medyo mahaba pa.",3
"It doesn t fit. My waistline is 30, that s why I got this. But pants are way, way smaller. Ugh. ",2
"no good",1
"Nipis",1
"no good",1
"Nipis",1
"Ang ganda pala ng tela nito, malambot at masarap suotin, saka mura. Mabilis din ang shipping pati delivery.",5
"Salamat lazada at sa seller dahil ang ganda ng product, malambot ang tela, exact size, same brand din. Salamat din kay kuya.",5
"Great quality at an affordable price. Maganda ang tela, makapal sya, okay ang tahi, kumpleto ang buttons, walang sira, sna ganun din ang quality ng nsa cart ko pa...orderin ko na",5
"nindot kaau ang tela. first time nag order,sulit kaau ang pag order kay nindot kaau,order ako ulit. thank you lazada",5
"pangatlo kuna to..na bili sa shop nyo Kaya pag dating knina nung itim omorder ulit ako..salamat",5
"size 34 tlga bewang ko ,oks na oks para sakin ang inorder ko na 36,. height ko is 5'7\" sakto lng,.ok ang tela thanks lazada at sa partner mo,.another good n item n na order ko..",4
"good quality and stretchable.",4
"ok naman, stretchable",4
"ok naman xa... ayoko lang yung may design s bulsa... di naman n pa kita s picture yan eh... ",4
"Lacks a hole to fit the button but good quality and fit",4
"Video not related tinamad nko picturan e.. OK nman Kya lng ibng color dumatiing",3
"delivery is good....ok din nmn quality ng product kaso nga lang di nasunod ung kulay na inorder ko....gray turns to black...dahil ok nmn ung product pagbigyan nalang pero next time, kung ano ung exact na inorder, yun din ang ibigay...",3
"ayos lang. medyo straight cut sya at hindi skinny. sakto lang sa price",3
"Hindi sya grey.. brown color ang natanggap ko.. di rin strechable ang tela pero makapal naman..",3
"Sakto siya nung bagong bili, sana. Nung nilabhan, ayun lumiit bitin na yung pantalon. Bahala na ah. Umaaaaaay",3
"quality control. hindi man lang tsinek ang pagkakatahi bago i pack. disappointed ako sa order ko. tapos yumg isa brown ang color. ang inorder ko ay acid gray ang pinadala ay brown. haist!!!",3
"natanggap ko na Po order ko Tama Naman mga kulay at sizes na pinadala ..kaya very dissapoint Ako Isang discription lng nmn inorderan ko pero ibaba klase pnadala skin Yung kulay grey medyo mlaki bewang NYa pero size 36 Tama nmn haba nya manipis lng tela, Yung kulay dark blue ok nmn sya mahaba nga lng compare sa dalawa,Yung kulay light blue Tama Yung size aT kulay Kya lng sobrang sikip s baba di kasya sa paa ko dko maisuot compare sa dalawa inorder ko maluwag Ang entrada nya..",3
"sakto lang thanks jsjsjsjskksodidjdhsjusushebshsgsosbslznsjshsvsghsslsnshsgssisvsyslabsisfaoabsushshzhshshshsbhshsozkzjzjsjsjushshhsbehekwososksksjshehejshehshsjowsjjshsshhshshshshsbhshsusjsjsjsososjehesjsjsksksksjsjjssjsjsjis",3
"ano ba naman yan. nasan nakalagay dyan na tribal inorder ko na pants? ang pangit. kelan pa to naging skinny jeans? size28 lang sya pero ang luwag ng laylayan. ayoko ng tribal. ang pangit ng pants. lumang style eh. hindi naman gantong pants yung nasa picture. ang layo hah.",3
"Seller ung Black na size 32 ay hindi nman sya stretchable kya tuloy masikip dun sa magsusuot,pero ung Gray ay ok lng tamang tama kasya sa akin.pero sa looks ay ok nman.Sana nxt tym kung anu sana ang nakalagay sa,description ay un din ang dumating sa Costumer pra nman dadami ang Costumer nyo.",3
"not really the same at the picture",3
"Maganda yung pants. Tama yung dumating na kulay at size. Message the seller kung pwede maireturn at ireorder kasi maliit pala yung size. Unfortunately, hindi pala sila ngpapalit. Seller response; i find it rude.",3
"Mali ung kulay na denilever ",3
"you get what you paid for",3
"the pants was diffrent from. what i am exoecting... it was not really so strechable... not yet wearing it.. i was expecting a skinny fit.. but it was not",3
